customer_id,region,total_spent,total_orders,repeat_purchase_flag
CUST01474,West,86829.04,4,No
CUST01475,North,100594.99,18,Yes
CUST01476,East,109946.83,73,Yes
CUST01477,East,115035.4,63,Yes
CUST01478,North,2269.43,17,No
CUST01479,South,65544.82,81,No
CUST01480,West,69815.41,86,No
CUST01481,East,88674.13,65,Yes
CUST01482,North,156876.3,11,Yes
CUST01483,North,156257.66,9,Yes
CUST01484,West,132241.69,97,Yes
CUST01485,East,61594.01,73,Yes
CUST01486,South,124927.93,47,Yes
CUST01487,West,99882.21,87,Yes
CUST01488,North,32884.89,25,No
CUST01489,North,145122.28,58,Yes
CUST01490,North,161187.78,25,No
CUST01491,East,120887.44,98,Yes
CUST01492,West,47763.86,85,No
CUST01493,East,194963.43,81,Yes
CUST01494,South,173813.5,76,Yes
CUST01495,East,185456.35,75,Yes
CUST01496,North,2927.69,99,Yes
CUST01497,West,117067.23,6,No
CUST01498,North,63427.6,48,No
CUST01499,East,73458.44,4,No
CUST01500,East,109295.53,59,Yes
CUST01501,South,113648.26,72,No
CUST01502,North,75569.67,46,Yes
CUST01503,East,19546.03,13,No
CUST01504,East,161324.11,81,Yes
CUST01505,East,163643.76,69,Yes
CUST01506,East,39456.63,93,Yes
CUST01507,West,58178.02,23,Yes
CUST01508,South,150741.2,52,Yes
CUST01509,North,88979.3,67,Yes
CUST01510,North,139067.31,52,Yes
CUST01511,North,114827.18,64,Yes
CUST01512,West,182249.73,29,Yes
CUST01513,South,54366.7,36,Yes
CUST01514,East,25987.55,18,Yes
CUST01515,East,7899.87,45,Yes
CUST01516,North,160767.39,43,Yes
CUST01517,South,52705.8,22,Yes
CUST01518,South,63070.47,73,Yes
CUST01519,East,82849.49,70,No
CUST01520,West,158313.58,20,No
CUST01521,North,165045.74,82,Yes
CUST01522,West,131620.79,75,Yes
CUST01523,East,134582.89,93,No
CUST01524,West,6974.25,9,Yes
CUST01525,North,197695.78,19,Yes
CUST01526,West,71009.2,35,Yes
CUST01527,East,173354.21,83,No
CUST01528,West,153833.08,59,Yes
CUST01529,North,86069.8,60,No
CUST01530,North,100641.47,16,Yes
CUST01531,North,186952.17,88,No
CUST01532,South,111681.95,4,Yes
CUST01533,North,105196.51,12,Yes
CUST01534,West,178092.76,92,Yes
CUST01535,North,130766.52,53,No
CUST01536,West,51352.24,24,Yes
CUST01537,South,13140.42,75,No
CUST01538,North,135093.94,67,Yes
CUST01539,West,135620.27,54,Yes
CUST01540,South,136823.96,60,Yes
CUST01541,North,76242.05,28,No
CUST01542,North,46028.21,60,No
CUST01543,East,65440.1,42,Yes
CUST01544,South,130434.62,22,Yes
CUST01545,South,140575.27,27,No
CUST01546,East,68922.41,90,Yes
CUST01547,West,82863.54,73,Yes
CUST01548,East,3722.8,96,No
CUST01549,West,168561.12,39,Yes
CUST01550,North,85853.27,36,Yes
CUST01551,South,59890.47,31,No
CUST01552,North,80178.95,15,No
CUST01553,South,115799.36,24,Yes
CUST01554,North,109792.57,18,Yes
CUST01555,East,160241.06,58,Yes
CUST01556,South,29513.01,36,No
CUST01557,South,145640.93,80,No
CUST01558,East,121490.77,96,No
CUST01559,South,136247.0,18,Yes
CUST01560,East,51473.48,16,Yes
CUST01561,East,132705.08,78,Yes
CUST01562,South,9451.51,12,Yes
CUST01563,North,133346.14,14,Yes
CUST01564,South,26127.96,15,Yes
CUST01565,South,166472.15,44,Yes
CUST01566,North,21583.39,87,No
CUST01567,South,156184.36,79,No
CUST01568,West,3713.17,99,Yes
CUST01569,West,51641.78,54,Yes
CUST01570,North,163239.99,13,No
CUST01571,South,113583.25,73,Yes
CUST01572,East,162639.37,95,Yes
CUST01573,South,121819.92,91,Yes
CUST01574,South,19898.09,84,Yes
CUST01575,North,17126.68,39,No
CUST01576,East,89376.61,29,Yes
CUST01577,East,14096.54,20,Yes
CUST01578,West,162682.29,58,Yes
CUST01579,North,64342.51,66,No
CUST01580,North,136756.15,29,No
CUST01581,North,73569.46,60,Yes
CUST01582,West,116120.01,76,Yes
CUST01583,East,52091.96,39,No
CUST01584,North,100491.84,91,Yes
CUST01585,East,38141.35,60,No
CUST01586,North,62198.43,53,No
CUST01587,South,47275.72,72,Yes
CUST01588,West,192732.51,26,Yes
CUST01589,North,56291.19,9,Yes
CUST01590,West,12348.36,39,No
CUST01591,North,95358.69,55,Yes
CUST01592,North,127917.05,27,No
CUST01593,South,105119.4,19,No
CUST01594,North,51210.07,42,Yes
CUST01595,South,195429.3,72,Yes
CUST01596,West,146314.12,7,Yes
CUST01597,North,93770.14,25,No
CUST01598,South,154319.0,12,Yes
CUST01599,South,182356.5,46,No
CUST01600,South,184897.44,13,No
CUST01601,East,140719.38,57,No
CUST01602,East,125995.79,96,No
CUST01603,South,91382.55,11,Yes
CUST01604,North,110543.88,45,Yes
CUST01605,West,117324.08,57,Yes
CUST01606,North,13345.32,83,Yes
CUST01607,West,34044.45,35,No
CUST01608,North,199552.13,80,Yes
CUST01609,South,188268.6,45,Yes
CUST01610,West,176771.45,51,Yes
CUST01611,South,123181.91,53,Yes
CUST01612,East,129998.46,38,Yes
CUST01613,South,83577.13,7,Yes
CUST01614,East,190958.62,41,Yes
CUST01615,South,53231.65,50,Yes
CUST01616,West,68278.8,1,Yes
CUST01617,South,135448.64,4,No
CUST01618,South,42557.36,90,Yes
CUST01619,South,9350.85,50,No
CUST01620,South,115819.34,24,No
CUST01621,North,108515.5,43,Yes
CUST01622,West,181695.69,18,Yes
CUST01623,South,175875.08,99,Yes
CUST01624,West,87121.53,4,Yes
CUST01625,East,105209.02,46,No
CUST01626,East,117738.16,4,Yes
CUST01627,West,63687.06,66,Yes
CUST01628,North,165901.93,18,Yes
CUST01629,North,39844.24,1,Yes
CUST01630,South,197562.16,90,Yes
CUST01631,North,144691.15,72,No
CUST01632,East,94434.21,18,Yes
CUST01633,East,187251.51,42,Yes
CUST01634,South,162125.33,94,Yes
CUST01635,West,196521.73,21,Yes
CUST01636,North,46111.44,62,Yes
CUST01637,South,122465.12,44,Yes
CUST01638,South,120292.77,43,Yes
CUST01639,North,150673.61,58,Yes
CUST01640,North,10624.18,11,No
CUST01641,North,118012.09,98,No
CUST01642,East,111382.72,44,No
CUST01643,South,93757.14,57,Yes
CUST01644,North,50232.55,95,Yes
CUST01645,North,121412.81,92,Yes
CUST01646,West,96188.76,58,Yes
CUST01647,West,12857.83,87,No
CUST01648,East,57389.45,59,Yes
CUST01649,West,133637.87,15,Yes
CUST01650,West,3455.87,3,Yes
CUST01651,South,41256.5,79,Yes
CUST01652,North,77635.42,38,Yes
CUST01653,East,97175.56,8,Yes
CUST01654,North,39638.41,47,Yes
CUST01655,North,13346.24,45,Yes
CUST01656,South,104569.43,67,No
CUST01657,South,112016.86,77,Yes
CUST01658,West,183591.06,71,Yes
CUST01659,East,37870.09,24,Yes
CUST01660,West,90787.45,10,No
CUST01661,South,168590.91,56,Yes
CUST01662,South,187448.64,89,Yes
CUST01663,South,25533.47,78,Yes
CUST01664,East,72269.8,43,No
CUST01665,West,146028.46,25,Yes
CUST01666,South,77045.76,78,Yes
CUST01667,East,134805.57,63,No
CUST01668,West,128722.08,27,No
CUST01669,West,83322.06,96,Yes
CUST01670,North,67738.95,46,No
CUST01671,South,9244.19,26,Yes
CUST01672,West,146002.6,48,Yes
CUST01673,East,98591.3,69,Yes
CUST01674,North,36627.3,82,No
CUST01675,East,109838.85,47,No
CUST01676,East,15474.25,55,No
CUST01677,North,198510.41,53,No
CUST01678,East,192361.55,45,Yes
CUST01679,North,80467.18,51,No
CUST01680,South,122842.88,56,No
CUST01681,West,67504.35,55,Yes
CUST01682,East,146580.86,33,No
CUST01683,South,161028.95,49,No
CUST01684,West,178137.47,99,Yes
CUST01685,North,135476.5,87,Yes
CUST01686,North,12776.24,28,No
CUST01687,West,79804.19,46,Yes
CUST01688,North,146304.52,86,No
CUST01689,West,181501.35,25,Yes
CUST01690,West,71521.06,64,No
CUST01691,North,140444.38,96,Yes
CUST01692,West,119162.35,87,Yes
CUST01693,North,131524.76,23,Yes
CUST01694,East,45695.89,88,No
CUST01695,North,6014.62,42,Yes
CUST01696,West,9619.74,91,Yes
CUST01697,East,139295.67,57,No
CUST01698,South,147270.01,45,Yes
CUST01699,West,27503.24,92,Yes
CUST01700,North,103227.86,25,Yes
CUST01701,South,83687.3,75,Yes
CUST01702,West,147187.05,45,Yes
CUST01703,West,21830.52,3,Yes
CUST01704,West,94858.25,24,Yes
CUST01705,East,143168.41,88,Yes
CUST01706,West,179418.36,25,Yes
CUST01707,North,172471.31,98,No
CUST01708,East,119792.1,19,No
CUST01709,South,122717.64,54,No
CUST01710,North,114852.47,19,Yes
CUST01711,West,37053.2,55,Yes
CUST01712,North,87763.04,45,Yes
CUST01713,North,85873.45,96,No
CUST01714,South,36287.98,31,Yes
CUST01715,West,104097.42,18,Yes
CUST01716,East,80662.25,73,Yes
CUST01717,South,78102.81,40,No
CUST01718,East,159932.5,4,Yes
CUST01719,South,67223.39,52,No
CUST01720,South,132851.02,79,No
CUST01721,North,136134.25,13,Yes
CUST01722,West,147447.67,61,Yes
CUST01723,West,176070.73,63,Yes
CUST01724,West,179579.76,11,Yes
CUST01725,West,28486.93,13,Yes
CUST01726,East,83836.29,37,Yes
CUST01727,South,151850.04,52,Yes
CUST01728,North,136415.41,60,Yes
CUST01729,West,195335.64,85,No
CUST01730,South,61373.72,51,No
CUST01731,East,31122.86,31,No
CUST01732,South,79317.51,81,Yes
CUST01733,South,193076.72,92,Yes
CUST01734,West,101386.73,58,Yes
CUST01735,South,42109.62,84,No
CUST01736,West,47212.71,59,Yes
CUST01737,South,105158.03,62,No
CUST01738,East,181941.29,68,No
CUST01739,East,65422.43,35,No
CUST01740,South,37379.86,7,Yes
CUST01741,East,157806.06,16,Yes
CUST01742,East,22693.71,72,Yes
CUST01743,South,120393.6,83,No
CUST01744,East,61190.8,77,No
CUST01745,East,157231.65,36,Yes
CUST01746,West,138374.25,87,No
CUST01747,South,66303.85,55,Yes
CUST01748,South,129499.28,26,Yes
CUST01749,East,61903.39,28,No
CUST01750,East,172422.19,78,Yes
CUST01751,North,17766.82,54,No
CUST01752,West,150613.2,72,No
CUST01753,North,58598.74,86,No
CUST01754,East,27205.69,1,Yes
CUST01755,South,17311.18,68,Yes
CUST01756,East,128031.76,7,No
CUST01757,West,95619.67,71,Yes
CUST01758,West,34487.44,75,No
CUST01759,North,127573.42,63,No
CUST01760,West,102711.61,81,Yes
CUST01761,East,165913.09,96,No
CUST01762,East,186839.32,99,No
CUST01763,North,134531.58,61,Yes
CUST01764,North,175976.63,24,Yes
CUST01765,South,122789.7,78,Yes
CUST01766,West,15112.28,27,No
CUST01767,North,126643.82,8,No
CUST01768,West,126296.04,77,Yes
CUST01769,East,155325.55,96,Yes
CUST01770,West,199099.36,13,No
CUST01771,West,74458.1,78,Yes
CUST01772,North,104588.22,71,No
CUST01773,North,101598.64,25,Yes
CUST01774,North,196565.17,54,Yes
CUST01775,East,90802.06,89,Yes
CUST01776,South,83613.99,85,Yes
CUST01777,South,163707.05,16,No
CUST01778,West,135035.77,43,Yes
CUST01779,North,52072.79,2,No
CUST01780,South,132498.91,94,Yes
CUST01781,North,199151.16,69,Yes
CUST01782,West,1327.11,51,Yes
CUST01783,South,41644.18,69,No
CUST01784,East,21975.65,86,No
CUST01785,West,148716.15,55,No
CUST01786,West,146838.98,97,No
CUST01787,North,185832.78,97,No
CUST01788,West,62232.86,82,Yes
CUST01789,East,149061.69,33,No
CUST01790,South,23010.12,60,No
CUST01791,East,47312.94,87,No
CUST01792,South,55626.83,13,Yes
CUST01793,North,90988.29,43,No
CUST01794,North,102269.92,79,No
CUST01795,South,134645.96,30,No
CUST01796,South,92685.99,67,No
CUST01797,West,64824.18,7,No
CUST01798,North,50472.37,65,No
CUST01799,North,80329.86,29,No
CUST01800,West,69770.34,47,Yes
CUST01801,North,47716.13,51,Yes
CUST01802,South,180922.94,27,Yes
CUST01803,East,62256.01,24,Yes
CUST01804,West,37799.14,86,Yes
CUST01805,West,58980.85,99,Yes
CUST01806,South,88290.85,75,No
CUST01807,South,99098.44,41,Yes
CUST01808,East,168159.55,30,Yes
CUST01809,West,60232.41,17,Yes
CUST01810,South,135129.49,79,No
CUST01811,South,25377.07,56,Yes
CUST01812,North,65930.15,98,No
CUST01813,South,38835.62,52,No
CUST01814,South,24613.46,65,No
CUST01815,North,50145.27,53,Yes
CUST01816,North,88574.14,54,Yes
CUST01817,West,102844.31,65,No
CUST01818,East,100990.66,17,No
CUST01819,East,177750.08,44,Yes
CUST01820,North,101237.97,34,Yes
CUST01821,South,79270.81,78,Yes
CUST01822,West,118852.06,2,Yes
CUST01823,North,62751.39,12,No
CUST01824,West,148154.38,84,No
CUST01825,East,24526.26,58,Yes
CUST01826,North,76095.27,45,Yes
CUST01827,North,190212.91,77,No
CUST01828,South,190772.89,26,No
CUST01829,North,140219.71,55,Yes
CUST01830,East,189608.16,61,Yes
CUST01831,South,166000.98,80,No
CUST01832,South,76941.68,78,Yes
CUST01833,West,153826.03,67,Yes
CUST01834,North,30058.18,41,Yes
CUST01835,East,149397.82,58,Yes
CUST01836,South,161845.37,7,No
CUST01837,South,112810.89,52,Yes
CUST01838,North,71835.6,71,No
CUST01839,North,138073.29,21,Yes
CUST01840,North,27321.47,74,No
CUST01841,South,131895.31,51,Yes
CUST01842,West,120588.15,41,Yes
CUST01843,East,152102.86,28,Yes
CUST01844,North,94339.11,58,Yes
CUST01845,West,22862.76,71,Yes
CUST01846,South,40669.75,60,Yes
CUST01847,West,138319.33,97,No
CUST01848,North,145332.13,48,Yes
CUST01849,North,77974.64,45,Yes
CUST01850,South,42204.36,97,Yes
CUST01851,South,182254.43,2,Yes
CUST01852,East,49864.57,88,Yes
CUST01853,East,185285.85,50,No
CUST01854,East,41953.08,75,Yes
CUST01855,West,89310.5,29,Yes
CUST01856,North,107377.28,18,No
CUST01857,North,60991.15,45,Yes
CUST01858,East,75044.37,49,Yes
CUST01859,South,1763.59,20,Yes
CUST01860,East,116214.1,9,Yes
CUST01861,West,100340.59,92,Yes
CUST01862,North,149037.13,52,Yes
CUST01863,North,138591.8,46,No
CUST01864,East,89525.63,53,Yes
CUST01865,North,183526.9,19,Yes
CUST01866,North,152672.74,49,Yes
CUST01867,North,145297.12,49,No
CUST01868,South,73287.81,52,No
CUST01869,South,120675.43,46,No
CUST01870,West,161214.37,61,No
CUST01871,North,89745.15,25,Yes
CUST01872,North,135077.49,58,Yes
CUST01873,South,93376.59,6,Yes
CUST01874,East,38097.54,78,Yes
CUST01875,East,41608.81,71,Yes
CUST01876,West,6346.66,84,Yes
CUST01877,West,193486.97,26,No
CUST01878,South,85993.9,30,Yes
CUST01879,North,192458.32,33,No
CUST01880,South,51182.4,98,No
CUST01881,South,102683.18,48,Yes
CUST01882,South,8813.75,73,Yes
CUST01883,West,67398.52,81,No
CUST01884,North,110581.43,84,No
CUST01885,West,187804.21,55,No
CUST01886,East,154179.58,78,Yes
CUST01887,West,68986.58,6,Yes
CUST01888,South,36504.8,18,Yes
CUST01889,West,163333.33,94,Yes
CUST01890,South,39155.51,96,No
CUST01891,East,68660.87,27,No
CUST01892,West,17768.61,7,No
CUST01893,West,37181.71,64,No
CUST01894,North,148233.7,53,Yes
CUST01895,West,127429.35,93,Yes
CUST01896,East,104097.36,72,Yes
CUST01897,North,112389.19,72,No
CUST01898,East,148009.96,14,Yes
CUST01899,South,139542.3,38,Yes
CUST01900,West,52521.95,41,No
CUST01901,East,21174.59,67,Yes
CUST01902,South,106961.71,12,Yes
CUST01903,East,35743.38,98,Yes
CUST01904,South,123821.65,4,Yes
CUST01905,West,25697.37,12,No
CUST01906,West,118751.68,8,Yes
CUST01907,East,97955.19,57,Yes
CUST01908,North,98467.39,8,Yes
CUST01909,West,28137.7,10,No
CUST01910,West,52238.32,36,Yes
CUST01911,West,87812.96,14,No
CUST01912,West,150240.78,86,Yes
CUST01913,East,70053.46,39,No
CUST01914,North,78179.02,9,Yes
CUST01915,West,147689.35,61,Yes
CUST01916,South,67928.36,62,Yes
CUST01917,South,111010.16,38,Yes
CUST01918,North,17995.2,72,Yes
CUST01919,East,36740.36,57,Yes
CUST01920,East,97216.12,59,No
CUST01921,North,150280.49,96,No
CUST01922,East,23733.19,74,Yes
CUST01923,West,153980.68,32,No
CUST01924,West,93784.4,23,Yes
CUST01925,West,11496.05,87,Yes
CUST01926,South,9985.12,33,No
CUST01927,South,53219.27,33,Yes
CUST01928,North,123725.83,51,Yes
CUST01929,South,114610.5,88,Yes
CUST01930,West,177076.78,53,Yes
CUST01931,West,153552.59,11,No
CUST01932,East,113363.33,33,Yes
CUST01933,South,140472.27,68,No
CUST01934,North,137349.73,94,Yes
CUST01935,South,151797.54,54,Yes
CUST01936,East,20032.5,34,Yes
CUST01937,East,97641.23,57,Yes
CUST01938,South,33755.26,54,Yes
CUST01939,West,69311.82,90,Yes
CUST01940,South,21371.05,76,No
CUST01941,East,148943.6,82,Yes
CUST01942,East,121039.4,2,Yes
CUST01943,North,79423.94,90,Yes
CUST01944,North,26096.95,40,No
CUST01945,South,160605.62,15,No
CUST01946,West,130087.91,74,No
CUST01947,North,55038.54,50,No
CUST01948,North,95788.15,7,No
CUST01949,East,135603.28,15,Yes
CUST01950,West,151533.77,65,Yes
CUST01951,West,139463.2,61,Yes
CUST01952,South,65907.88,91,No
CUST01953,North,41995.13,16,Yes
CUST01954,South,197174.93,80,No
CUST01955,South,64263.03,44,Yes
CUST01956,East,163514.39,97,Yes
CUST01957,East,108134.26,54,Yes
CUST01958,West,124616.08,99,Yes
CUST01959,South,187143.5,77,Yes
CUST01960,West,98135.39,58,Yes
CUST01961,West,187698.05,68,Yes
CUST01962,East,43815.97,72,No
CUST01963,South,199506.11,43,No
CUST01964,South,147970.66,5,Yes
CUST01965,South,49209.17,10,Yes
CUST01966,West,196606.43,18,Yes
CUST01967,West,68423.79,87,Yes
CUST01968,South,160566.19,67,Yes
CUST01969,West,170250.34,43,No
CUST01970,East,44535.57,98,No
CUST01971,East,79357.27,41,Yes
CUST01972,South,49266.31,28,Yes
CUST01973,North,12633.14,69,Yes
CUST01974,North,74501.47,96,Yes
CUST01975,South,80596.62,91,No
CUST01976,West,115866.0,39,Yes
CUST01977,West,68450.01,23,Yes
CUST01978,West,140518.42,73,Yes
CUST01979,East,52026.19,49,No
CUST01980,North,132607.19,95,Yes
CUST01981,South,150315.82,48,Yes
CUST01982,West,100887.14,88,Yes
CUST01983,West,72584.25,57,No
CUST01984,South,173008.89,68,No
CUST01985,East,59694.22,30,No
CUST01986,West,139736.08,86,No
CUST01987,South,199365.03,49,Yes
CUST01988,North,7052.76,68,No
CUST01989,East,41594.93,87,Yes
CUST01990,South,13378.81,23,No
CUST01991,East,103010.43,79,Yes
CUST01992,South,168051.19,19,Yes
CUST01993,North,39342.6,62,Yes
CUST01994,West,143360.82,19,Yes
CUST01995,West,46268.84,44,Yes
CUST01996,South,75794.64,66,Yes
CUST01997,West,197636.69,42,Yes
CUST01998,South,11443.86,10,Yes
CUST01999,East,71025.08,51,Yes
CUST02000,North,25804.84,78,Yes
CUST02001,West,8833.01,9,Yes
CUST02002,North,4870.16,62,Yes
CUST02003,West,121573.47,38,Yes
CUST02004,West,58760.77,50,Yes
CUST02005,West,152616.09,97,Yes
CUST02006,South,158606.61,36,Yes
CUST02007,South,78452.52,6,No
CUST02008,West,157252.79,91,Yes
CUST02009,West,185454.6,56,No
CUST02010,South,11050.97,54,No
CUST02011,North,53281.47,21,Yes
CUST02012,West,57227.5,93,No
CUST02013,North,142091.3,3,No
CUST02014,East,79061.14,40,Yes
CUST02015,South,88473.03,55,Yes
CUST02016,South,23957.2,98,Yes
CUST02017,South,193345.13,87,Yes
CUST02018,North,52483.48,87,No
CUST02019,West,125418.01,19,No
CUST02020,South,19173.82,63,Yes
CUST02021,West,188531.92,73,Yes
CUST02022,West,52268.77,63,No
CUST02023,East,149991.0,69,No
CUST02024,South,58214.73,71,Yes
CUST02025,South,81723.41,45,Yes
CUST02026,South,26715.54,30,Yes
CUST02027,South,121045.84,73,Yes
CUST02028,North,21647.51,69,Yes
CUST02029,West,198066.75,12,Yes
CUST02030,East,170517.34,75,Yes
CUST02031,East,77518.65,79,Yes
CUST02032,North,48689.51,28,Yes
CUST02033,South,159008.88,86,No
CUST02034,East,68258.33,20,Yes
CUST02035,North,45652.21,1,Yes
CUST02036,East,29565.41,96,Yes
CUST02037,North,102707.67,18,No
CUST02038,South,16841.41,92,No
CUST02039,North,28750.6,93,Yes
CUST02040,North,90571.86,95,No
CUST02041,West,75036.67,18,Yes
CUST02042,South,53234.52,9,No
CUST02043,West,49555.07,51,No
CUST02044,West,50278.7,92,No
CUST02045,East,167652.47,64,Yes
CUST02046,South,64878.41,78,No
CUST02047,East,55421.43,20,Yes
CUST02048,South,22175.94,79,Yes
CUST02049,South,71341.17,57,Yes
CUST02050,North,189755.55,50,Yes
CUST02051,West,153007.44,18,No
CUST02052,East,104976.86,17,Yes
CUST02053,West,136575.14,95,No
CUST02054,West,76797.18,34,Yes
CUST02055,North,119632.39,58,Yes
CUST02056,South,79688.24,15,Yes
CUST02057,South,168918.76,32,Yes
CUST02058,South,27621.85,74,Yes
CUST02059,South,14716.65,93,Yes
CUST02060,North,124426.73,66,Yes
CUST02061,West,58655.87,17,Yes
CUST02062,West,152305.32,96,No
CUST02063,North,44273.13,83,Yes
CUST02064,North,173379.18,24,No
CUST02065,West,160227.38,40,No
CUST02066,West,72373.61,56,Yes
CUST02067,West,155767.85,68,No
CUST02068,North,3506.68,6,No
CUST02069,North,63254.01,99,Yes
CUST02070,East,198595.75,77,Yes
CUST02071,East,66546.47,43,No
CUST02072,East,89392.61,55,No
CUST02073,East,163402.38,12,No
CUST02074,East,138891.13,39,Yes
CUST02075,North,21778.66,12,Yes
CUST02076,North,92134.68,57,No
CUST02077,West,114085.45,45,Yes
CUST02078,South,52881.05,90,Yes
CUST02079,South,177911.12,56,Yes
CUST02080,South,143177.48,67,Yes
CUST02081,South,47338.85,71,Yes
CUST02082,East,186000.27,63,Yes
CUST02083,South,65239.15,50,Yes
CUST02084,West,111241.92,39,No
CUST02085,East,173672.72,23,Yes
CUST02086,West,155399.57,2,No
CUST02087,West,126052.98,79,Yes
CUST02088,West,167030.63,37,No
CUST02089,South,53845.96,5,Yes
CUST02090,West,128153.64,37,Yes
CUST02091,West,59238.36,10,Yes
CUST02092,North,86970.1,44,No
CUST02093,East,33507.54,54,Yes
CUST02094,North,98219.95,2,Yes
CUST02095,South,93984.94,59,No
CUST02096,East,87698.74,45,No
CUST02097,South,128977.77,94,Yes
CUST02098,West,10812.49,7,Yes
CUST02099,South,52749.56,38,Yes
CUST02100,North,164407.34,53,No
CUST02101,North,142359.95,95,Yes
CUST02102,West,186537.28,54,Yes
CUST02103,North,68851.43,4,Yes
CUST02104,West,158030.13,29,No
CUST02105,West,5904.24,58,Yes
CUST02106,East,45378.95,39,No
CUST02107,South,195144.78,91,Yes
CUST02108,West,136509.7,65,Yes
CUST02109,North,108299.02,28,No
CUST02110,South,182451.9,84,Yes
CUST02111,South,73096.4,82,Yes
CUST02112,North,118946.52,74,Yes
CUST02113,West,85952.05,60,No
CUST02114,South,189429.16,76,Yes
CUST02115,North,186364.32,70,No
CUST02116,South,196227.93,5,Yes
CUST02117,North,136819.83,90,No
CUST02118,North,54360.5,72,Yes
CUST02119,South,133720.26,16,Yes
CUST02120,East,119938.78,52,No
CUST02121,West,194585.95,80,Yes
CUST02122,South,16316.87,54,No
CUST02123,East,100707.01,62,Yes
CUST02124,North,167929.03,11,Yes
CUST02125,East,89783.7,71,Yes
CUST02126,North,21273.87,63,Yes
CUST02127,South,144424.3,8,No
CUST02128,East,88170.77,93,Yes
CUST02129,South,19179.3,26,No
CUST02130,West,145763.03,36,Yes
CUST02131,East,37665.48,86,No
CUST02132,West,79921.52,93,Yes
CUST02133,South,10751.92,38,Yes
CUST02134,East,199665.43,73,Yes
CUST02135,North,198960.22,77,Yes
CUST02136,North,147310.48,43,No
CUST02137,East,143408.52,93,No
CUST02138,North,41970.52,36,Yes
CUST02139,West,139078.77,66,No
CUST02140,South,171861.42,1,Yes
CUST02141,North,103054.24,25,Yes
CUST02142,West,162757.34,58,Yes
CUST02143,South,156510.96,82,No
CUST02144,South,12186.57,37,Yes
CUST02145,South,190111.1,84,Yes
CUST02146,South,63518.25,1,Yes
CUST02147,West,190833.41,3,No
CUST02148,West,36002.17,86,Yes
CUST02149,South,10567.71,77,Yes
CUST02150,West,29703.76,35,No
CUST02151,North,45234.27,16,No
CUST02152,North,51422.5,79,Yes
CUST02153,South,137002.45,11,No
CUST02154,East,99187.93,68,Yes
CUST02155,East,81688.86,10,Yes
CUST02156,North,196802.26,41,Yes
CUST02157,East,113354.22,59,Yes
CUST02158,North,52533.36,49,No
CUST02159,West,21591.54,79,Yes
CUST02160,East,123122.95,32,No
CUST02161,South,91123.79,36,Yes
CUST02162,South,104656.27,60,Yes
CUST02163,East,61443.27,54,Yes
CUST02164,South,115341.86,80,Yes
CUST02165,South,159320.1,51,Yes
CUST02166,South,129042.36,53,Yes
CUST02167,West,18269.81,52,No
CUST02168,South,71458.85,41,Yes
CUST02169,North,46649.31,44,Yes
CUST02170,West,53954.17,54,Yes
CUST02171,South,86765.76,60,Yes
CUST02172,East,166645.82,78,Yes
CUST02173,North,37501.31,48,No
CUST02174,South,196011.13,99,Yes
CUST02175,North,27229.56,51,No
CUST02176,West,22298.8,83,No
CUST02177,South,163604.31,4,Yes
CUST02178,North,86598.4,12,Yes
CUST02179,South,152663.79,32,No
CUST02180,West,35781.48,45,Yes
CUST02181,West,125198.57,18,Yes
CUST02182,West,182529.44,78,Yes
CUST02183,West,63828.5,42,Yes
CUST02184,South,75688.95,82,Yes
CUST02185,North,20016.26,80,No
CUST02186,West,195980.9,62,Yes
CUST02187,South,10193.1,82,No
CUST02188,South,36292.92,89,No
CUST02189,South,16282.34,78,No
CUST02190,South,48122.72,8,Yes
CUST02191,North,159226.95,69,No
CUST02192,West,192906.29,32,No
CUST02193,North,104824.95,76,No
CUST02194,South,41547.34,30,Yes
CUST02195,East,80487.02,3,Yes
CUST02196,North,83816.03,13,No
CUST02197,North,28409.09,87,Yes
CUST02198,South,14943.67,41,No
CUST02199,East,145767.94,47,No
CUST02200,East,99851.94,69,Yes
CUST02201,South,142008.13,56,Yes
CUST02202,West,72882.0,30,Yes
CUST02203,North,72946.5,55,Yes
CUST02204,East,7846.24,57,No
CUST02205,South,86981.39,43,Yes
CUST02206,North,178313.31,76,Yes
CUST02207,North,121256.58,98,Yes
CUST02208,West,29718.1,52,Yes
CUST02209,West,174833.32,59,Yes
CUST02210,South,69707.65,30,Yes
CUST02211,East,33339.7,73,Yes
CUST02212,North,143757.18,19,Yes
CUST02213,South,152709.88,72,No
CUST02214,East,189153.48,96,Yes
CUST02215,South,91623.59,50,Yes
CUST02216,South,85114.64,41,Yes
CUST02217,West,175717.7,97,Yes
CUST02218,East,162815.26,26,Yes
CUST02219,East,70992.3,92,Yes
CUST02220,East,116065.46,5,Yes
CUST02221,North,173535.31,33,Yes
CUST02222,West,11528.58,18,Yes
CUST02223,West,125733.72,16,No
CUST02224,West,101970.56,48,Yes
CUST02225,South,113604.51,6,No
CUST02226,North,90774.88,88,Yes
CUST02227,North,144140.82,92,Yes
CUST02228,West,93323.32,29,Yes
CUST02229,South,166513.2,6,Yes
CUST02230,West,187043.72,14,Yes
CUST02231,West,26746.74,71,Yes
CUST02232,North,186057.18,85,Yes
CUST02233,West,155819.01,9,Yes
CUST02234,South,81860.11,13,No
CUST02235,North,186587.84,35,Yes
CUST02236,West,17758.39,59,No
