order_id,order_date,delivery_date,customer_id,seller_id,region,product_category,payment_method,order_value,discount_percent,final_price,quantity,delivery_status,refund_flag,delivery_time_days,customer_rating,satisfaction_score,logistics_partner,delay_reason,repeat_purchase_flag
ORD001012,2025-02-23,2025-03-04,CUST02008,SELL0250,South,Home,Credit Card,16892.77,4.43,16144.42,4,Delivered,No,9,2.7,21.2,Delhivery,Incorrect Address,Yes
ORD001013,2025-01-05,2025-01-18,CUST05678,SELL0411,East,Toys,COD,10724.57,36.09,6854.07,3,Delivered,No,13,3.6,69.3,Ecom Express,Logistics Issue,Yes
ORD001014,2025-08-13,2025-08-27,CUST02972,SELL0478,West,Electronics,Debit Card,14586.22,35.17,9456.25,1,Returned,No,14,4.7,90.9,XpressBees,Weather,No
ORD001015,2025-09-23,2025-10-04,CUST04873,SELL0471,South,Sports,UPI,10520.68,5.53,9938.89,3,Delivered,No,11,2.0,47.9,BlueDart,None,Yes
ORD001016,2025-03-17,2025-03-24,CUST05045,SELL0238,South,Beauty,COD,8769.56,29.21,6207.97,3,Pending,No,7,3.4,38.1,BlueDart,None,Yes
ORD001017,2024-12-21,2025-01-02,CUST01782,SELL0101,South,Home,Wallet,2696.22,36.06,1723.96,1,Cancelled,No,12,1.5,55.2,Delhivery,None,No
ORD001018,2025-02-03,2025-02-08,CUST04433,SELL0427,North,Electronics,UPI,7344.21,21.75,5746.84,3,Delivered,No,5,3.1,32.8,Delhivery,Incorrect Address,No
ORD001019,2024-09-10,2024-09-20,CUST01338,SELL0394,West,Toys,UPI,6396.67,32.69,4305.6,2,Cancelled,No,10,2.8,57.0,Ecom Express,High Demand,Yes
ORD001020,2025-07-26,2025-08-01,CUST04130,SELL0406,East,Electronics,Wallet,11920.02,36.28,7595.44,3,Cancelled,No,6,4.5,80.1,BlueDart,Logistics Issue,No
ORD001021,2025-02-26,2025-03-02,CUST02084,SELL0149,West,Toys,Debit Card,8888.82,43.23,5046.18,2,Delivered,No,4,2.6,86.6,Shopee Express,Weather,No
ORD001022,2025-02-18,2025-03-01,CUST04605,SELL0001,East,Toys,Debit Card,12707.28,43.95,7122.43,4,Delivered,No,11,4.3,85.1,Shopee Express,None,Yes
ORD001023,2025-08-21,2025-09-02,CUST01008,SELL0275,West,Toys,UPI,561.86,2.58,547.36,3,Delivered,No,12,2.1,83.4,Delhivery,Incorrect Address,Yes
ORD001024,2025-02-13,2025-02-25,CUST00879,SELL0394,West,Groceries,Debit Card,10253.59,36.58,6502.83,4,Shipped,No,12,3.9,71.3,BlueDart,None,Yes
ORD001025,2024-12-03,2024-12-15,CUST00618,SELL0457,North,Toys,Debit Card,18762.86,43.49,10602.89,2,Pending,No,12,3.4,15.4,Delhivery,Incorrect Address,Yes
ORD001026,2025-05-03,2025-05-04,CUST04715,SELL0397,East,Beauty,Credit Card,16467.06,31.5,11279.94,2,Delivered,No,1,3.6,29.7,Ecom Express,Incorrect Address,No
ORD001027,2024-12-04,2024-12-15,CUST03194,SELL0471,South,Sports,Credit Card,15631.2,8.03,14376.01,1,Delivered,No,11,1.5,7.1,BlueDart,Logistics Issue,Yes
ORD001028,2025-05-27,2025-06-05,CUST04665,SELL0304,North,Beauty,COD,5307.34,16.94,4408.28,1,Delivered,No,9,4.4,99.9,Delhivery,None,Yes
ORD001029,2024-10-31,2024-11-09,CUST05215,SELL0477,North,Groceries,Debit Card,12128.76,7.05,11273.68,4,Delivered,No,9,4.6,82.1,XpressBees,None,Yes
ORD001030,2024-12-09,2024-12-22,CUST05691,SELL0092,West,Beauty,UPI,4767.87,1.78,4683.0,1,Delivered,No,13,3.6,76.2,BlueDart,None,No
ORD001031,2025-02-05,2025-02-09,CUST02898,SELL0322,East,Toys,Debit Card,1580.75,16.64,1317.71,1,Delivered,No,4,2.1,21.8,,None,Yes
ORD001032,2025-06-15,2025-06-27,CUST03943,SELL0265,West,Groceries,COD,4794.28,14.6,4094.32,1,Returned,No,12,4.4,87.4,XpressBees,None,Yes
ORD001033,2025-02-04,2025-02-14,CUST03926,SELL0483,North,Toys,UPI,12372.47,37.85,7689.49,4,Shipped,No,10,1.3,6.0,Shopee Express,None,No
ORD001034,2025-08-05,2025-08-11,CUST04181,SELL0041,East,Fashion,UPI,786.33,8.27,721.3,3,Cancelled,No,6,4.2,37.8,Ecom Express,High Demand,Yes
ORD001035,2025-03-22,2025-04-05,CUST01318,SELL0348,East,Beauty,Credit Card,7647.87,23.63,5840.68,1,Delivered,Yes,14,3.6,13.0,Delhivery,None,Yes
ORD001036,2025-04-23,2025-05-06,CUST04418,SELL0172,West,Home,Debit Card,16857.15,18.55,13730.15,1,Returned,No,13,2.7,88.0,Delhivery,Logistics Issue,Yes
ORD001037,2024-11-05,2024-11-12,CUST01409,SELL0289,South,Groceries,Debit Card,18468.4,14.87,15722.15,3,Shipped,No,7,4.3,18.3,Shopee Express,None,No
ORD001038,2025-05-06,2025-05-15,CUST01953,SELL0186,West,Home,Credit Card,13957.39,34.71,9112.78,2,Delivered,No,9,4.4,12.6,Delhivery,None,No
ORD001039,2024-12-12,2024-12-23,CUST02620,SELL0474,North,Fashion,UPI,2449.95,13.16,2127.54,4,Delivered,No,11,4.5,5.2,Shopee Express,Weather,No
ORD001040,2025-06-14,2025-06-17,CUST03917,SELL0376,North,Toys,Credit Card,16186.51,39.25,9833.3,4,Delivered,No,3,4.1,82.2,BlueDart,Logistics Issue,Yes
ORD001041,2024-08-04,2024-08-05,CUST03898,SELL0267,East,Electronics,COD,16105.76,21.14,12701.0,4,Returned,No,1,4.3,55.3,Ecom Express,High Demand,No
ORD001042,2025-02-08,2025-02-20,CUST00465,SELL0041,North,Sports,Wallet,11057.76,43.71,6224.41,2,Delivered,Yes,12,3.8,53.0,BlueDart,None,Yes
ORD001043,2025-04-07,2025-04-18,CUST01961,SELL0188,North,Beauty,UPI,16141.92,14.72,13765.83,2,Delivered,No,11,1.9,1.9,BlueDart,Logistics Issue,No
ORD001044,2025-06-21,2025-07-05,CUST00637,SELL0257,North,Home,UPI,19236.21,18.52,15673.66,2,Cancelled,No,14,4.4,91.0,Shopee Express,Logistics Issue,No
ORD001045,2024-12-07,2024-12-10,CUST05876,SELL0038,North,Beauty,Wallet,6047.98,44.76,3340.9,4,Delivered,No,3,4.6,52.8,XpressBees,None,Yes
ORD001046,2024-09-16,2024-09-30,CUST04702,SELL0110,West,Sports,COD,17564.69,28.77,12511.33,4,Delivered,No,14,2.0,94.7,XpressBees,Weather,Yes
ORD001047,2025-08-19,2025-08-24,CUST02132,SELL0207,South,Fashion,COD,14548.4,29.59,10243.53,1,Returned,No,5,1.9,62.8,Ecom Express,Incorrect Address,No
ORD001048,2024-10-20,2024-10-24,CUST04221,SELL0201,South,Toys,COD,5581.31,19.35,4501.33,3,Delivered,No,4,2.5,42.5,Shopee Express,High Demand,No
ORD001049,2025-09-13,2025-09-27,CUST00300,SELL0497,East,Beauty,Wallet,11688.84,26.0,8649.74,1,Delivered,No,14,1.3,12.1,Ecom Express,None,No
ORD001050,2025-18-01,2025-01-28,CUST02110,SELL0086,North,Electronics,UPI,13138.22,41.32,7709.51,4,Cancelled,No,10,3.2,60.6,Shopee Express,Logistics Issue,No
ORD001051,2024-12-31,2025-01-02,CUST00059,SELL0411,East,Fashion,Wallet,10443.11,16.59,8710.6,3,Returned,No,2,1.6,48.9,BlueDart,Incorrect Address,Yes
ORD001052,2025-01-23,2025-02-06,CUST03772,SELL0154,East,Electronics,UPI,3199.87,4.77,3047.24,4,Delivered,No,14,2.8,27.4,XpressBees,High Demand,Yes
ORD001053,2025-05-22,2025-05-31,CUST00424,SELL0496,West,Beauty,UPI,18245.46,7.61,16856.98,2,Delivered,No,9,1.4,24.4,Shopee Express,High Demand,Yes
ORD001054,2025-02-04,2025-02-16,CUST02823,SELL0110,West,Fashion,Credit Card,15811.94,34.75,10317.29,2,Shipped,No,12,1.0,59.2,BlueDart,Logistics Issue,No
ORD001055,2025-05-08,2025-05-13,CUST01988,SELL0037,West,Sports,Credit Card,12796.76,24.53,9657.71,4,Shipped,No,5,1.4,31.8,Delhivery,Incorrect Address,No
ORD001056,2024-12-04,2024-12-07,CUST05531,SELL0190,South,Electronics,COD,17814.72,5.5,16834.91,2,Delivered,No,3,2.8,5.9,XpressBees,None,Yes
ORD001057,2025-08-27,2025-09-01,CUST01082,SELL0447,East,Groceries,Credit Card,12153.44,49.54,6132.63,4,Delivered,No,5,4.2,79.5,Delhivery,High Demand,No
ORD001058,2025-07-23,2025-08-04,CUST03550,SELL0121,South,Fashion,UPI,3709.38,39.97,2226.74,2,Shipped,No,12,4.6,32.3,Shopee Express,None,No
ORD001059,2024-12-28,2024-12-30,CUST01406,SELL0389,South,Beauty,UPI,4040.53,21.1,3187.98,2,Delivered,No,2,3.9,64.0,XpressBees,Logistics Issue,Yes
ORD001060,2024-10-17,2024-10-29,CUST00313,SELL0352,East,Toys,COD,6995.91,5.88,6584.55,4,Delivered,No,12,4.8,54.0,BlueDart,High Demand,Yes
ORD001061,2024-09-30,2024-10-04,CUST00262,SELL0322,West,Fashion,COD,649.74,48.61,333.9,4,Pending,No,4,3.2,68.2,Delhivery,None,Yes
ORD001062,2025-09-09,2025-09-18,CUST00988,SELL0322,North,Home,Credit Card,4715.77,34.17,3104.39,4,Delivered,No,9,3.6,11.0,XpressBees,Logistics Issue,Yes
ORD001063,2024-12-28,2025-01-11,CUST01674,SELL0065,North,Home,UPI,16627.96,8.38,15234.54,3,Returned,Yes,14,2.8,39.2,Shopee Express,Logistics Issue,Yes
ORD001064,2024-10-29,2024-10-30,CUST05427,SELL0387,East,Toys,Credit Card,575.73,38.75,352.63,3,Cancelled,No,1,1.5,92.9,Ecom Express,High Demand,No
ORD001065,2025-06-17,2025-06-19,CUST02925,SELL0096,North,Sports,UPI,3600.12,49.29,1825.62,2,Returned,No,2,4.3,97.4,Ecom Express,Incorrect Address,Yes
ORD001066,2025-08-05,2025-08-15,CUST02694,SELL0385,South,Sports,Credit Card,7740.09,9.52,7003.23,3,Delivered,No,10,4.9,29.8,Delhivery,Incorrect Address,Yes
ORD001067,2025-01-09,2025-01-23,CUST01556,SELL0276,North,Home,COD,4634.34,35.29,2998.88,2,Cancelled,No,14,4.7,74.0,XpressBees,None,No
ORD001068,2025-08-25,2025-09-05,CUST01692,SELL0019,East,Toys,Wallet,12721.43,11.24,11291.54,3,Cancelled,No,11,3.2,74.1,Delhivery,None,No
ORD001069,2025-04-10,2025-04-11,CUST00761,SELL0215,South,Home,UPI,5759.62,32.9,3864.71,1,Delivered,Yes,1,5.0,16.5,Ecom Express,Incorrect Address,No
ORD001070,2025-03-01,2025-03-02,CUST04568,SELL0101,North,Groceries,Debit Card,3718.51,42.92,2122.53,4,Delivered,No,1,3.1,31.2,XpressBees,High Demand,No
ORD001071,2025-05-28,2025-05-30,CUST03092,SELL0477,South,Home,Debit Card,7464.97,24.67,5623.36,2,Pending,No,2,3.5,97.1,BlueDart,Incorrect Address,Yes
ORD001072,2024-12-14,2024-12-16,CUST02533,SELL0034,North,Toys,Debit Card,7162.89,36.18,4571.36,1,Delivered,No,2,3.7,17.6,Shopee Express,Weather,Yes
ORD001073,2024-11-17,2024-11-29,CUST05645,SELL0372,West,Electronics,Credit Card,15952.59,24.1,12108.02,2,Delivered,No,12,2.2,8.6,Shopee Express,None,Yes
ORD001074,2025-08-04,2025-08-14,CUST03797,SELL0325,West,Electronics,Wallet,1739.15,33.12,1163.14,4,Shipped,No,10,1.4,42.0,Delhivery,Logistics Issue,Yes
ORD001075,2025-09-19,2025-09-20,CUST02105,SELL0492,North,Sports,Debit Card,11705.92,16.68,9753.37,2,Delivered,No,1,4.2,48.7,Delhivery,High Demand,Yes
ORD001076,2024-11-24,2024-11-30,CUST02282,SELL0296,East,Electronics,UPI,-50.0,23.91,487.48,2,Delivered,No,6,3.2,56.0,Ecom Express,None,No
ORD001077,2025-06-07,,CUST04350,SELL0163,South,Groceries,UPI,6631.74,,5398.9,4,Delivered,No,4,,53.4,,None,Yes
ORD001078,2025-04-03,2025-04-11,CUST03456,SELL0426,South,Electronics,UPI,14043.49,9.47,12713.57,3,Delivered,No,8,2.8,42.3,Delhivery,None,Yes
ORD001079,2025-02-07,,CUST03970,SELL0068,South,Fashion,Credit Card,17513.4,,15670.99,2,Shipped,No,4,,1.6,,None,Yes
ORD001080,2025-02-10,2025-02-17,CUST02751,SELL0289,South,Electronics,Credit Card,19011.18,34.93,12370.57,4,Delivered,No,7,4.9,82.2,Delhivery,None,No
ORD001081,2024-11-29,2024-12-08,CUST00676,SELL0441,East,Sports,Wallet,8179.72,3.04,7931.06,2,Delivered,No,9,3.3,56.3,Ecom Express,High Demand,Yes
ORD001082,2025-04-08,2025-04-19,CUST05533,SELL0123,West,Toys,Credit Card,19326.39,12.76,16860.34,2,Delivered,No,11,1.9,34.2,Delhivery,None,No
ORD001083,2024-10-11,2024-10-23,CUST02371,SELL0109,East,Beauty,UPI,5065.8,21.25,3989.32,3,Cancelled,No,12,1.0,82.3,Delhivery,None,No
ORD001084,2024-11-21,2024-12-04,CUST02311,SELL0269,East,Home,COD,7690.17,49.69,3868.92,3,Pending,No,13,2.5,31.9,Ecom Express,Weather,No
ORD001085,2025-06-24,2025-07-05,CUST01963,SELL0289,East,Sports,Debit Card,5870.82,17.7,4831.68,1,Delivered,No,11,3.3,10.3,Delhivery,High Demand,Yes
ORD001086,2025-04-16,2025-04-25,CUST05510,SELL0486,West,Fashion,Wallet,14087.44,35.4,9100.49,4,Shipped,No,9,4.4,45.8,XpressBees,None,No
ORD001087,2024-11-15,2024-11-17,CUST04668,SELL0266,South,Toys,Wallet,16912.88,27.12,12326.11,3,Pending,No,2,2.7,97.0,Shopee Express,High Demand,Yes
ORD001088,2025-05-28,2025-06-09,CUST01546,SELL0397,East,Beauty,Wallet,13199.64,19.52,10623.07,4,Delivered,No,12,4.6,41.7,Shopee Express,Weather,Yes
ORD001089,2024-08-04,2024-08-07,CUST00605,SELL0284,East,Toys,UPI,14133.31,1.67,13897.28,1,Cancelled,Yes,3,1.8,46.6,Shopee Express,None,Yes
ORD001090,2024-08-23,2024-09-04,CUST03083,SELL0060,South,Home,UPI,11646.06,23.71,8884.78,4,Delivered,No,12,2.1,49.3,BlueDart,None,Yes
ORD001091,2024-09-17,2024-09-28,CUST05852,SELL0158,South,Groceries,Wallet,8564.11,32.07,5817.6,2,Cancelled,No,11,4.4,62.0,Shopee Express,Incorrect Address,No
ORD001092,2024-11-04,2024-11-12,CUST01468,SELL0245,South,Beauty,Credit Card,18432.33,35.2,11944.15,2,Delivered,No,8,1.6,58.1,Ecom Express,Logistics Issue,Yes
ORD001093,2025-03-05,2025-03-06,CUST05339,SELL0120,North,Groceries,COD,1343.01,5.67,1266.86,4,Pending,No,1,2.6,40.9,Ecom Express,High Demand,Yes
ORD001094,2025-04-19,2025-04-25,CUST01960,SELL0199,East,Toys,COD,8445.04,1.65,8305.7,4,Delivered,No,6,4.4,71.0,Ecom Express,Logistics Issue,No
ORD001095,2024-10-06,2024-10-08,CUST04037,SELL0044,South,Toys,COD,4536.63,13.98,3902.41,1,Delivered,No,2,1.1,96.7,XpressBees,High Demand,No
ORD001096,2025-04-05,2025-04-07,CUST02172,SELL0463,South,Electronics,UPI,5726.27,37.44,3582.35,4,Delivered,No,2,4.1,20.2,Ecom Express,Incorrect Address,No
ORD001097,2025-04-22,2025-04-27,CUST05180,SELL0499,North,Home,Credit Card,9590.1,48.56,4933.15,4,Delivered,No,5,2.1,10.4,Ecom Express,Logistics Issue,No
ORD001098,2025-07-14,2025-07-26,CUST02146,SELL0012,West,Groceries,Credit Card,2012.36,33.35,1341.24,1,Delivered,No,12,3.6,39.1,BlueDart,Weather,Yes
ORD001099,2024-12-27,2025-01-10,CUST05003,SELL0132,East,Beauty,Credit Card,12555.53,39.98,7535.83,4,Shipped,No,14,3.2,46.1,Ecom Express,Incorrect Address,Yes
ORD001100,2025-09-18,2025-09-22,CUST05651,SELL0254,South,Home,UPI,202.89,30.24,141.54,1,Delivered,No,4,4.4,11.1,BlueDart,Incorrect Address,No
ORD001101,2024-11-21,2024-12-01,CUST04655,SELL0100,North,Sports,Credit Card,19324.71,0.92,19146.92,1,Delivered,No,10,1.5,43.1,Delhivery,Incorrect Address,Yes
ORD001102,2024-11-28,2024-12-12,CUST00748,SELL0439,South,Groceries,Debit Card,1932.11,49.91,967.79,4,Shipped,Yes,14,3.1,33.5,BlueDart,Weather,No
ORD001103,2025-07-27,2025-08-06,CUST05735,SELL0243,South,Beauty,COD,9002.99,20.22,7182.59,4,Delivered,No,10,1.8,61.1,XpressBees,Incorrect Address,Yes
ORD001104,2024-09-14,2024-09-18,CUST02040,SELL0280,East,Beauty,Wallet,2386.92,35.19,1546.96,3,Delivered,No,4,4.4,90.0,XpressBees,Weather,Yes
ORD001105,2025-04-15,2025-04-26,CUST04250,SELL0015,East,Electronics,UPI,7149.29,31.8,4875.82,4,Delivered,No,11,5.0,23.1,XpressBees,Incorrect Address,Yes
ORD001106,2024-09-30,2024-10-07,CUST00473,SELL0001,West,Sports,Wallet,448.78,17.94,368.27,1,Shipped,No,7,2.7,35.5,Delhivery,High Demand,Yes
ORD001107,2025/02/19,2025-02-25,CUST02927,SELL0453,South,Toys,UPI,10035.68,3.5,9684.43,2,Delivered,No,6,4.0,41.1,XpressBees,None,No
ORD001108,2025-04-29,2025-05-06,CUST03746,SELL0109,North,Toys,Debit Card,5026.77,26.51,3694.17,1,Delivered,Yes,7,4.7,68.9,XpressBees,None,Yes
ORD001109,2024-10-19,,CUST05034,SELL0108,East,Toys,Debit Card,19640.88,,15858.05,4,Cancelled,No,13,,30.5,,None,Yes
ORD001110,2025-08-30,2025-09-12,CUST02919,SELL0012,East,Electronics,Debit Card,4449.3,24.59,3355.22,1,Delivered,No,13,1.3,84.8,Ecom Express,None,No
ORD001111,2025-08-20,2025-08-25,CUST00240,SELL0405,North,Groceries,Credit Card,11009.19,45.54,5995.6,3,Delivered,No,5,4.6,72.5,BlueDart,High Demand,Yes
ORD001112,2025-07-29,2025-07-31,CUST03754,SELL0436,East,Groceries,COD,9660.78,4.07,9267.59,3,Delivered,No,2,4.0,17.5,Ecom Express,Logistics Issue,Yes
ORD001113,2025-03-19,2025-03-24,CUST02547,SELL0076,North,Home,Wallet,3150.99,18.6,2564.91,3,Delivered,No,5,2.6,64.9,,None,No
ORD001114,2025-02-18,2025-02-19,CUST03740,SELL0278,West,Groceries,Debit Card,11671.85,49.01,5951.48,1,Delivered,No,1,3.5,39.8,BlueDart,None,No
ORD001115,2024-11-25,2024-12-02,CUST03457,SELL0220,North,Beauty,Debit Card,18280.45,8.37,16750.38,2,Shipped,No,7,4.8,68.7,Delhivery,Logistics Issue,No
ORD001116,2025-08-05,2025-08-07,CUST02709,SELL0405,South,Electronics,COD,16446.16,31.64,11242.59,1,Delivered,No,2,2.4,33.8,BlueDart,Weather,No
ORD001117,2025-07-19,2025-07-29,CUST03461,SELL0258,East,Toys,Wallet,15690.5,48.79,8035.11,1,Returned,No,10,3.3,79.5,,Weather,Yes
ORD001118,2024-09-20,2024-09-29,CUST02525,SELL0229,East,Beauty,Credit Card,19847.08,31.82,13531.74,1,Pending,No,9,3.5,59.5,Delhivery,High Demand,No
ORD001119,2024-09-14,2024-09-18,CUST05743,SELL0142,West,Beauty,Wallet,6512.93,33.31,4343.47,3,Pending,No,4,1.9,27.3,Ecom Express,High Demand,Yes
ORD001120,2024-10-31,2024-11-06,CUST00073,SELL0386,South,Toys,UPI,6890.43,22.28,5355.24,3,Delivered,No,6,4.9,15.5,XpressBees,Logistics Issue,Yes
ORD001121,2024-11-28,2024-11-30,CUST00357,SELL0296,West,Beauty,Credit Card,9627.71,40.81,5698.64,2,Delivered,No,2,4.6,35.0,BlueDart,Logistics Issue,No
ORD001122,2025-02-16,2025-02-22,CUST05317,SELL0286,West,Fashion,Credit Card,344.12,46.12,185.41,4,Delivered,No,6,4.8,26.6,XpressBees,None,Yes
ORD001123,2025-08-24,2025-09-07,CUST01778,SELL0046,South,Home,Debit Card,1386.88,34.11,913.82,1,Delivered,No,14,1.3,86.7,XpressBees,Logistics Issue,Yes
ORD001124,2024-11-08,2024-11-10,CUST02505,SELL0099,South,Electronics,UPI,18210.24,22.99,14023.71,4,Delivered,No,2,1.0,19.1,BlueDart,High Demand,Yes
ORD001125,2025-04-13,2025-04-19,CUST00170,SELL0248,North,Toys,Debit Card,2567.73,38.97,1567.09,4,Delivered,No,6,1.1,38.9,BlueDart,Logistics Issue,Yes
ORD001126,2024-08-17,2024-08-18,CUST03870,SELL0468,West,Toys,Debit Card,6244.38,45.52,3401.94,3,Cancelled,No,1,1.4,21.6,BlueDart,High Demand,Yes
ORD001127,2024-11-03,2024-11-08,CUST02302,SELL0183,South,Sports,Wallet,10995.55,0.88,10898.79,2,Delivered,No,5,1.0,98.8,Ecom Express,None,Yes
ORD001128,2024-09-02,2024-09-11,CUST00140,SELL0076,East,Beauty,UPI,14043.13,14.14,12057.43,1,Delivered,Yes,9,3.9,85.4,Delhivery,Weather,Yes
ORD001129,2024-12-16,2024-12-18,CUST03885,SELL0087,East,Beauty,Debit Card,15409.6,91.89398449284563,12514.14,1,Delivered,No,2,4.1,38.4,Shopee Express,Logistics Issue,No
ORD001130,2025-08-13,2025-08-25,CUST00817,SELL0262,West,Sports,Wallet,5880.26,38.22,3632.82,4,Delivered,No,12,4.8,22.3,Ecom Express,Incorrect Address,No
ORD001131,2025-04-18,2025-04-29,CUST02051,SELL0454,East,Home,Wallet,2595.9,24.29,1965.36,2,Delivered,No,11,3.1,70.9,BlueDart,None,No
ORD001132,2025-04-29,2025-05-06,CUST04624,SELL0374,East,Fashion,COD,13560.81,8.63,12390.51,3,Delivered,No,7,1.5,35.6,Delhivery,Incorrect Address,Yes
ORD001133,2025-07-19,2025-07-24,CUST00345,SELL0468,North,Sports,Wallet,11993.55,16.2,10050.59,2,Delivered,No,5,2.3,58.0,Shopee Express,High Demand,Yes
ORD001134,2024-09-27,2024-10-07,CUST02769,SELL0163,North,Groceries,Credit Card,12568.5,8.22,11535.37,3,Delivered,No,10,3.1,69.2,XpressBees,None,Yes
ORD001135,2024-10-24,2024-11-02,CUST05972,SELL0339,West,Sports,Debit Card,9421.67,29.72,6621.55,3,Returned,No,9,2.7,19.9,Ecom Express,None,Yes
ORD001136,2025-09-28,2025-09-29,CUST05559,SELL0301,West,Groceries,COD,11720.63,36.21,7476.59,4,Delivered,No,1,3.3,22.4,XpressBees,Weather,Yes
ORD001137,2025-01-19,2025-01-30,CUST04135,SELL0054,East,Beauty,UPI,13039.57,47.02,6908.36,2,Shipped,No,11,1.2,32.9,XpressBees,High Demand,No
ORD001138,2024-09-08,2024-09-12,CUST02966,SELL0164,North,Sports,COD,18533.39,49.83,9298.2,4,Delivered,No,4,3.5,50.3,Ecom Express,Logistics Issue,No
ORD001139,2024-09-12,2024-09-22,CUST03670,SELL0097,West,Fashion,Debit Card,500000.0,23.07,2451.84,1,Delivered,No,10,1.5,26.1,XpressBees,Incorrect Address,Yes
ORD001140,2025-09-01,2025-09-12,CUST02747,SELL0159,North,Sports,Debit Card,1781.44,31.46,1221.0,2,Delivered,Yes,11,3.6,43.7,XpressBees,None,No
ORD001141,2025-03-11,2025-03-22,CUST03132,SELL0288,South,Sports,Debit Card,2679.47,11.83,2362.49,2,Shipped,No,11,2.5,35.2,Ecom Express,Incorrect Address,Yes
ORD001142,2024-12-24,2025-01-05,CUST02710,SELL0424,South,Groceries,UPI,10229.59,8.19,9391.79,3,Cancelled,No,12,3.7,35.2,Delhivery,Weather,No
ORD001143,2024-12-23,2024-12-31,CUST00161,SELL0464,West,Groceries,COD,17000.28,5.09,16134.97,4,Delivered,No,8,3.4,10.0,Shopee Express,High Demand,No
ORD001144,2025-01-08,,CUST01897,SELL0224,North,Beauty,Wallet,3244.17,,3111.81,4,Cancelled,Yes,13,,41.7,,None,Yes
ORD001145,2025-01-21,2025-01-28,CUST01414,SELL0045,West,Groceries,Wallet,3016.75,26.01,2232.09,2,Delivered,No,7,4.5,41.1,Delhivery,High Demand,Yes
ORD001146,2025-08-15,,CUST00473,SELL0316,South,Sports,Wallet,15542.28,,13916.56,4,Delivered,No,13,,38.8,,Weather,Yes
ORD001147,2025-03-16,2025-03-29,CUST03194,SELL0424,North,Sports,Wallet,1746.48,9.9,1573.58,2,Delivered,No,13,3.4,86.7,,Incorrect Address,Yes
ORD001148,2025-07-01,2025-07-11,CUST05904,SELL0166,South,Electronics,Credit Card,-50.0,20.91,3086.85,4,Delivered,No,10,1.1,52.4,Delhivery,High Demand,No
ORD001149,2025-08-29,2025-08-30,CUST05576,SELL0029,South,Toys,Debit Card,3872.68,43.48,2188.84,3,Cancelled,No,1,1.4,98.4,Ecom Express,High Demand,No
ORD001150,2024-12-12,2024-12-25,CUST03675,SELL0435,North,Beauty,COD,17919.73,25.98,13264.18,4,Delivered,No,13,2.0,34.2,BlueDart,Weather,No
ORD001151,2024-11-25,2024-12-05,CUST01659,SELL0063,West,Beauty,Debit Card,7776.78,32.71,5233.0,4,Delivered,No,10,1.5,82.0,Shopee Express,High Demand,No
ORD001152,2025-02-17,2025-02-25,CUST05016,SELL0338,East,Electronics,Debit Card,18922.76,27.4,13737.92,4,Delivered,No,8,2.1,33.5,Shopee Express,Logistics Issue,Yes
ORD001153,2025-05-12,2025-05-19,CUST04387,SELL0211,South,Toys,Debit Card,6244.3,16.99,5183.39,2,Delivered,No,7,1.1,41.7,BlueDart,None,Yes
ORD001154,2025-04-23,2025-05-07,CUST00401,SELL0239,East,Home,Wallet,3323.53,21.7,2602.32,3,Delivered,No,14,4.6,60.1,Ecom Express,Incorrect Address,Yes
ORD001155,2025-02-06,2025-02-09,CUST05911,SELL0106,North,Toys,Debit Card,13422.43,25.44,10007.76,2,Delivered,No,3,1.3,71.4,BlueDart,High Demand,No
ORD001156,2025-08-24,2025-08-29,CUST04543,SELL0480,South,Fashion,Debit Card,9154.04,12.37,8021.69,2,Delivered,No,5,3.5,44.6,Delhivery,Logistics Issue,No
ORD001157,2025-04-19,2025-05-02,CUST03029,SELL0481,West,Toys,Wallet,15860.5,42.51,9118.2,2,Returned,No,13,4.8,50.4,XpressBees,None,No
ORD001158,2025-02-02,2025-02-07,CUST03493,SELL0196,South,Sports,Debit Card,8952.37,40.91,5289.96,1,Shipped,No,5,1.1,72.7,Delhivery,Weather,No
ORD001159,2025-01-10,2025-01-16,CUST04603,SELL0179,West,Home,Credit Card,17163.07,11.06,15264.83,2,Delivered,No,6,4.2,36.7,BlueDart,High Demand,Yes
ORD001160,2025-05-19,2025-06-01,CUST00162,SELL0332,North,Home,Credit Card,15508.26,35.76,9962.51,2,Delivered,No,13,3.4,58.9,Delhivery,Logistics Issue,Yes
ORD001161,2025-06-25,2025-07-06,CUST02462,SELL0133,South,Electronics,Debit Card,9452.33,8.09,8687.64,4,Delivered,No,11,2.0,64.0,XpressBees,None,Yes
ORD001162,2025-02-21,2025-03-05,CUST05127,SELL0295,North,Home,UPI,11771.7,45.32,6436.77,3,Delivered,No,12,4.1,44.8,Shopee Express,None,No
ORD001163,2025-05-10,2025-05-16,CUST04389,SELL0391,West,Sports,COD,16097.6,40.49,9579.68,4,Shipped,No,6,1.8,20.3,Ecom Express,None,Yes
ORD001164,2024-12-28,2025-01-04,CUST01953,SELL0127,North,Toys,COD,2888.99,36.04,1847.8,1,Delivered,No,7,2.6,4.1,BlueDart,Logistics Issue,Yes
ORD001165,2024-12-31,2025-01-09,CUST03568,SELL0176,East,Groceries,Credit Card,16905.56,27.67,12227.79,1,Cancelled,No,9,2.3,50.4,Delhivery,None,Yes
